"key","type","code"
"1647030720867745823","IDENTIFIER","listenSocket"
"1647030720867745824","IDENTIFIER","INVALID_SOCKET"
"1647030720867745825","BLOCK",""
"1647030720867745826","CONTROL_STRUCTURE","break;"
"1647030720867745827","memset","memset(&service, 0, sizeof(service))"
"1647030720867745828","<operator>.addressOf","&service"
"1647030720867745829","IDENTIFIER","service"
"1647030720867745830","LITERAL","0"
"1647030720867745831","<operator>.sizeOf","sizeof(service)"
"1647030720867745832","IDENTIFIER","service"
"1647030720867745833","<operator>.assignment","service.sin_family = AF_INET"
"1647030720867745834","<operator>.fieldAccess","service.sin_family"
"1647030720867745835","IDENTIFIER","service"
"1647030720867745836","FIELD_IDENTIFIER","sin_family"
"1647030720867745837","IDENTIFIER","AF_INET"
"1647030720867745838","<operator>.assignment","service.sin_addr.s_addr = INADDR_ANY"
"1647030720867745839","<operator>.fieldAccess","service.sin_addr.s_addr"
"1647030720867745840","<operator>.fieldAccess","service.sin_addr"
"1647030720867745841","IDENTIFIER","service"
"1647030720867745842","FIELD_IDENTIFIER","sin_addr"
"1647030720867745843","FIELD_IDENTIFIER","s_addr"
"1647030720867745844","IDENTIFIER","INADDR_ANY"
"1647030720867745845","<operator>.assignment","service.sin_port = htons(LISTEN_PORT)"
"1647030720867745846","<operator>.fieldAccess","service.sin_port"
"1647030720867745847","IDENTIFIER","service"
"1647030720867745848","FIELD_IDENTIFIER","sin_port"
"1647030720867745849","htons","htons(LISTEN_PORT)"
"1647030720867745850","IDENTIFIER","LISTEN_PORT"
"1647030720867745851","CONTROL_STRUCTURE","if (SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service)))"
"1647030720867745852","<operator>.equals","SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"1647030720867745853","IDENTIFIER","SOCKET_ERROR"
"1647030720867745854","bind","bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"1647030720867745855","IDENTIFIER","listenSocket"
"1647030720867745856","<operator>.cast","(struct sockaddr*)&service"
"1647030720867745857","UNKNOWN","struct sockaddr*"
"1647030720867745858","<operator>.addressOf","&service"
"1647030720867745859","IDENTIFIER","service"
"1647030720867745860","<operator>.sizeOf","sizeof(service)"
"1647030720867745861","IDENTIFIER","service"
"1647030720867745862","BLOCK",""
"1647030720867745863","CONTROL_STRUCTURE","break;"
"1647030720867745864","CONTROL_STRUCTURE","if (SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG))"
"1647030720867745865","<operator>.equals","SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG)"
"1647030720867745866","IDENTIFIER","SOCKET_ERROR"
"1647030720867745867","listen","listen(listenSocket, LISTEN_BACKLOG)"
"1647030720867745868","IDENTIFIER","listenSocket"
"1647030720867745869","IDENTIFIER","LISTEN_BACKLOG"
"1647030720867745870","BLOCK",""
"1647030720867745871","CONTROL_STRUCTURE","break;"
"1647030720867745872","<operator>.assignment","acceptSocket = accept(listenSocket, NULL, NULL)"
"1647030720867745873","IDENTIFIER","acceptSocket"
"1647030720867745874","accept","accept(listenSocket, NULL, NULL)"
"1647030720867745875","IDENTIFIER","listenSocket"
"1647030720867745876","IDENTIFIER","NULL"
"1647030720867745877","IDENTIFIER","NULL"
"1647030720867745878","CONTROL_STRUCTURE","if (acceptSocket == INVALID_SOCKET)"
"1647030720867745879","<operator>.equals","acceptSocket == INVALID_SOCKET"
"1647030720867745880","IDENTIFIER","acceptSocket"
"1647030720867745881","IDENTIFIER","INVALID_SOCKET"
"1647030720867745882","BLOCK",""
"1647030720867745883","CONTROL_STRUCTURE","break;"
"1647030720867745884","<operator>.assignment","recvResult = recv(acceptSocket, data, 100 - 1, 0)"
"1647030720867745885","IDENTIFIER","recvResult"
"1647030720867745886","recv","recv(acceptSocket, data, 100 - 1, 0)"
"1647030720867745887","IDENTIFIER","acceptSocket"
"1647030720867745888","IDENTIFIER","data"
"1647030720867745889","<operator>.subtraction","100 - 1"
"1647030720867745890","LITERAL","100"
"1647030720867745891","LITERAL","1"
"1647030720867745892","LITERAL","0"
"1647030720867745893","CONTROL_STRUCTURE","if (recvResult == SOCKET_ERROR || recvResult == 0)"
"1647030720867745894","<operator>.logicalOr","recvResult == SOCKET_ERROR || recvResult == 0"
"1647030720867745895","<operator>.equals","recvResult == SOCKET_ERROR"
"1647030720867745896","IDENTIFIER","recvResult"
"1647030720867745897","IDENTIFIER","SOCKET_ERROR"
"1647030720867745898","<operator>.equals","recvResult == 0"
"1647030720867745899","IDENTIFIER","recvResult"
"1647030720867745900","LITERAL","0"
"1647030720867745901","BLOCK",""
"1647030720867745902","CONTROL_STRUCTURE","break;"
"1647030720867745903","<operator>.assignment","data[recvResult] = '\0'"
"1647030720867745904","<operator>.indirectIndexAccess","data[recvResult]"
"1647030720867745905","IDENTIFIER","data"
"1647030720867745906","IDENTIFIER","recvResult"
"1647030720867745907","LITERAL","'\0'"
"1647030720867745908","LITERAL","0"
"1647030720867745909","CONTROL_STRUCTURE","if (acceptSocket != INVALID_SOCKET)"
"1647030720867745910","<operator>.notEquals","acceptSocket != INVALID_SOCKET"
"1647030720867745911","IDENTIFIER","acceptSocket"
"1647030720867745912","IDENTIFIER","INVALID_SOCKET"
"1647030720867745913","BLOCK",""
"1647030720867745914","closesocket","closesocket(acceptSocket)"
"1647030720867745915","IDENTIFIER","acceptSocket"
"1647030720867745916","CONTROL_STRUCTURE","if (listenSocket != INVALID_SOCKET)"
"1647030720867745917","<operator>.notEquals","listenSocket != INVALID_SOCKET"
"1647030720867745918","IDENTIFIER","listenSocket"
"1647030720867745919","IDENTIFIER","INVALID_SOCKET"
"1647030720867745920","BLOCK",""
"1647030720867745921","closesocket","closesocket(listenSocket)"
"1647030720867745922","IDENTIFIER","listenSocket"
"1647030720867745923","CONTROL_STRUCTURE","if (wsaDataInit)"
"1647030720867745924","IDENTIFIER","wsaDataInit"
"1647030720867745925","BLOCK",""
"1647030720867745926","WSACleanup","WSACleanup()"
"1647030720867745927","CONTROL_STRUCTURE","break;"
"1647030720867745928","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"1647030720867745929","<operator>.logicalNot","!SetComputerNameA(data)"
"1647030720867745930","SetComputerNameA","SetComputerNameA(data)"
"1647030720867745931","IDENTIFIER","data"
"1647030720867745932","BLOCK",""
"1647030720867745933","printLine","printLine(\""Failure setting computer name\"")"
"1647030720867745934","LITERAL","\""Failure setting computer name\"""
"1647030720867745935","exit","exit(1)"
"1647030720867745936","LITERAL","1"
"1647030720867745937","METHOD_RETURN","void"
"1647030720867745938","METHOD","goodG2B"
"1647030720867745939","BLOCK",""
"1647030720867745940","LOCAL","data: char *"
"1647030720867745941","LOCAL","dataBuffer: char [ 100 ]"
"1647030720867745942","<operator>.assignment","dataBuffer[100] = \""\"""
"1647030720867745943","IDENTIFIER","dataBuffer"
"1647030720867745944","LITERAL","\""\"""
"1647030720867745945","<operator>.assignment","data = dataBuffer"
"1647030720867745946","IDENTIFIER","data"
"1647030720867745947","IDENTIFIER","dataBuffer"
"1647030720867745948","CONTROL_STRUCTURE","while(1)"
"1647030720867745949","LITERAL","1"
"1647030720867745950","BLOCK",""
"1647030720867745951","strcpy","strcpy(data, \""hostname\"")"
"1647030720867745952","IDENTIFIER","data"
"1647030720867745953","LITERAL","\""hostname\"""
"1647030720867745954","CONTROL_STRUCTURE","break;"
"1647030720867745955","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"1647030720867745956","<operator>.logicalNot","!SetComputerNameA(data)"
"1647030720867745957","SetComputerNameA","SetComputerNameA(data)"
"1647030720867745958","IDENTIFIER","data"
"1647030720867745959","BLOCK",""
"1647030720867745960","printLine","printLine(\""Failure setting computer name\"")"
"1647030720867745961","LITERAL","\""Failure setting computer name\"""
"1647030720867745962","exit","exit(1)"
"1647030720867745963","LITERAL","1"
"1647030720867745964","METHOD_RETURN","static void"
"1647030720867745965","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_16_good"
"1647030720867745966","BLOCK",""
"1647030720867745967","goodG2B","goodG2B()"
"1647030720867745968","METHOD_RETURN","void"
"1647030720867745969","METHOD","main"
"1647030720867745970","PARAM","int argc"
"1647030720867745971","PARAM","char * argv[]"
"1647030720867745972","BLOCK",""
"1647030720867745973","srand","srand( (unsigned)time(NULL) )"
"1647030720867745974","<operator>.cast","(unsigned)time(NULL)"
"1647030720867745975","UNKNOWN","unsigned"
"1647030720867745976","time","time(NULL)"
"1647030720867745977","IDENTIFIER","NULL"
"1647030720867745978","printLine","printLine(\""Calling good()...\"")"
"1647030720867745979","LITERAL","\""Calling good()...\"""
"1647030720867745980","CWE15_External_Control_of_System_or_Configuration_Setting__w32_16_good","CWE15_External_Control_of_System_or_Configuration_Setting__w32_16_good()"
"1647030720867745981","printLine","printLine(\""Finished good()\"")"
"1647030720867745982","LITERAL","\""Finished good()\"""
"1647030720867745983","printLine","printLine(\""Calling bad()...\"")"
"1647030720867745984","LITERAL","\""Calling bad()...\"""
"1647030720867745985","CWE15_External_Control_of_System_or_Configuration_Setting__w32_16_bad","CWE15_External_Control_of_System_or_Configuration_Setting__w32_16_bad()"
"1647030720867745986","printLine","printLine(\""Finished bad()\"")"
"1647030720867745987","LITERAL","\""Finished bad()\"""
"1647030720867745988","RETURN","return 0;"
"1647030720867745989","LITERAL","0"
"1647030720867745990","METHOD_RETURN","int"
"1756832768925528814","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_17_bad"
"1756832768925528815","BLOCK",""
"1756832768925528816","LOCAL","i: int"
"1756832768925528817","LOCAL","data: char *"
"1756832768925528818","LOCAL","dataBuffer: char [ 100 ]"
"1756832768925528819","<operator>.assignment","dataBuffer[100] = \""\"""
"1756832768925528820","IDENTIFIER","dataBuffer"
"1756832768925528821","LITERAL","\""\"""
"1756832768925528822","<operator>.assignment","data = dataBuffer"
"1756832768925528823","IDENTIFIER","data"
"1756832768925528824","IDENTIFIER","dataBuffer"
"1756832768925528825","CONTROL_STRUCTURE","for(i = 0; i < 1; i++)"
"1756832768925528826","<operator>.assignment","i = 0"
"1756832768925528827","IDENTIFIER","i"
"1756832768925528828","LITERAL","0"
"1756832768925528829","<operator>.lessThan","i < 1"
"1756832768925528830","IDENTIFIER","i"
"1756832768925528831","LITERAL","1"
"1756832768925528832","<operator>.postIncrement","i++"
"1756832768925528833","IDENTIFIER","i"
"1756832768925528834","BLOCK",""
"1756832768925528835","BLOCK",""
"1756832768925528836","LOCAL","wsaData: WSADATA"
"1756832768925528837","LOCAL","wsaDataInit: BOOL"
"1756832768925528838","<operator>.assignment","wsaDataInit = FALSE"
"1756832768925528839","IDENTIFIER","wsaDataInit"
"1756832768925528840","IDENTIFIER","FALSE"
"1756832768925528841","LOCAL","listenSocket: SOCKET"
"1756832768925528842","<operator>.assignment","listenSocket = INVALID_SOCKET"
"1756832768925528843","IDENTIFIER","listenSocket"
"1756832768925528844","IDENTIFIER","INVALID_SOCKET"
"1756832768925528845","LOCAL","acceptSocket: SOCKET"
"1756832768925528846","<operator>.assignment","acceptSocket = INVALID_SOCKET"
"1756832768925528847","IDENTIFIER","acceptSocket"
"1756832768925528848","IDENTIFIER","INVALID_SOCKET"
"1756832768925528849","LOCAL","service: struct sockaddr_in"
"1756832768925528850","LOCAL","recvResult: int"
"1756832768925528851","CONTROL_STRUCTURE","do"
"1756832768925528852","BLOCK",""
"1756832768925528853","CONTROL_STRUCTURE","if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)"
"1756832768925528854","<operator>.notEquals","WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR"
"1756832768925528855","WSAStartup","WSAStartup(MAKEWORD(2,2), &wsaData)"
"1756832768925528856","MAKEWORD","MAKEWORD(2,2)"
"1756832768925528857","LITERAL","2"
"1756832768925528858","LITERAL","2"
"1756832768925528859","<operator>.addressOf","&wsaData"
"1756832768925528860","IDENTIFIER","wsaData"
"1756832768925528861","IDENTIFIER","NO_ERROR"
"1756832768925528862","BLOCK",""
"1756832768925528863","CONTROL_STRUCTURE","break;"
"1756832768925528864","<operator>.assignment","wsaDataInit = 1"
"1756832768925528865","IDENTIFIER","wsaDataInit"
"1756832768925528866","LITERAL","1"
"1756832768925528867","<operator>.assignment","listenSocket = socket(PF_INET, SOCK_STREAM, 0)"
"1756832768925528868","IDENTIFIER","listenSocket"
"1756832768925528869","socket","socket(PF_INET, SOCK_STREAM, 0)"
"1756832768925528870","IDENTIFIER","PF_INET"
"1756832768925528871","IDENTIFIER","SOCK_STREAM"
"1756832768925528872","LITERAL","0"
"1756832768925528873","CONTROL_STRUCTURE","if (listenSocket == INVALID_SOCKET)"
"1756832768925528874","<operator>.equals","listenSocket == INVALID_SOCKET"
"1756832768925528875","IDENTIFIER","listenSocket"
"1756832768925528876","IDENTIFIER","INVALID_SOCKET"
"1756832768925528877","BLOCK",""
"1756832768925528878","CONTROL_STRUCTURE","break;"
"1756832768925528879","memset","memset(&service, 0, sizeof(service))"
"1756832768925528880","<operator>.addressOf","&service"
"1756832768925528881","IDENTIFIER","service"
"1756832768925528882","LITERAL","0"
"1756832768925528883","<operator>.sizeOf","sizeof(service)"
"1756832768925528884","IDENTIFIER","service"
"1756832768925528885","<operator>.assignment","service.sin_family = AF_INET"
"1756832768925528886","<operator>.fieldAccess","service.sin_family"
"1756832768925528887","IDENTIFIER","service"
"1756832768925528888","FIELD_IDENTIFIER","sin_family"
"1756832768925528889","IDENTIFIER","AF_INET"
"1756832768925528890","<operator>.assignment","service.sin_addr.s_addr = INADDR_ANY"
"1756832768925528891","<operator>.fieldAccess","service.sin_addr.s_addr"
"1756832768925528892","<operator>.fieldAccess","service.sin_addr"
"1756832768925528893","IDENTIFIER","service"
"1756832768925528894","FIELD_IDENTIFIER","sin_addr"
"1756832768925528895","FIELD_IDENTIFIER","s_addr"
"1756832768925528896","IDENTIFIER","INADDR_ANY"
"1756832768925528897","<operator>.assignment","service.sin_port = htons(LISTEN_PORT)"
"1756832768925528898","<operator>.fieldAccess","service.sin_port"
"1756832768925528899","IDENTIFIER","service"
"1756832768925528900","FIELD_IDENTIFIER","sin_port"
"1756832768925528901","htons","htons(LISTEN_PORT)"
"1756832768925528902","IDENTIFIER","LISTEN_PORT"
"1756832768925528903","CONTROL_STRUCTURE","if (SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service)))"
"1756832768925528904","<operator>.equals","SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"1756832768925528905","IDENTIFIER","SOCKET_ERROR"
"1756832768925528906","bind","bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"1756832768925528907","IDENTIFIER","listenSocket"
"1756832768925528908","<operator>.cast","(struct sockaddr*)&service"
"1756832768925528909","UNKNOWN","struct sockaddr*"
"1756832768925528910","<operator>.addressOf","&service"
"1756832768925528911","IDENTIFIER","service"
"1756832768925528912","<operator>.sizeOf","sizeof(service)"
"1756832768925528913","IDENTIFIER","service"
"1756832768925528914","BLOCK",""
"1756832768925528915","CONTROL_STRUCTURE","break;"
"1756832768925528916","CONTROL_STRUCTURE","if (SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG))"
"1756832768925528917","<operator>.equals","SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG)"
"1756832768925528918","IDENTIFIER","SOCKET_ERROR"
"1756832768925528919","listen","listen(listenSocket, LISTEN_BACKLOG)"
"1756832768925528920","IDENTIFIER","listenSocket"
"1756832768925528921","IDENTIFIER","LISTEN_BACKLOG"
"1756832768925528922","BLOCK",""
"1756832768925528923","CONTROL_STRUCTURE","break;"
"1756832768925528924","<operator>.assignment","acceptSocket = accept(listenSocket, NULL, NULL)"
"1756832768925528925","IDENTIFIER","acceptSocket"
"1756832768925528926","accept","accept(listenSocket, NULL, NULL)"
"1756832768925528927","IDENTIFIER","listenSocket"
"1756832768925528928","IDENTIFIER","NULL"
"1756832768925528929","IDENTIFIER","NULL"
"1756832768925528930","CONTROL_STRUCTURE","if (acceptSocket == INVALID_SOCKET)"
"1756832768925528931","<operator>.equals","acceptSocket == INVALID_SOCKET"
"1756832768925528932","IDENTIFIER","acceptSocket"
"1756832768925528933","IDENTIFIER","INVALID_SOCKET"
"1756832768925528934","BLOCK",""
"1756832768925528935","CONTROL_STRUCTURE","break;"
"1756832768925528936","<operator>.assignment","recvResult = recv(acceptSocket, data, 100 - 1, 0)"
"1756832768925528937","IDENTIFIER","recvResult"
"1756832768925528938","recv","recv(acceptSocket, data, 100 - 1, 0)"
"1756832768925528939","IDENTIFIER","acceptSocket"
"1756832768925528940","IDENTIFIER","data"
"1756832768925528941","<operator>.subtraction","100 - 1"
"1756832768925528942","LITERAL","100"
"1756832768925528943","LITERAL","1"
"1756832768925528944","LITERAL","0"
"1756832768925528945","CONTROL_STRUCTURE","if (recvResult == SOCKET_ERROR || recvResult == 0)"
"1756832768925528946","<operator>.logicalOr","recvResult == SOCKET_ERROR || recvResult == 0"
"1756832768925528947","<operator>.equals","recvResult == SOCKET_ERROR"
"1756832768925528948","IDENTIFIER","recvResult"
"1756832768925528949","IDENTIFIER","SOCKET_ERROR"
"1756832768925528950","<operator>.equals","recvResult == 0"
"1756832768925528951","IDENTIFIER","recvResult"
"1756832768925528952","LITERAL","0"
"1756832768925528953","BLOCK",""
"1756832768925528954","CONTROL_STRUCTURE","break;"
"1756832768925528955","<operator>.assignment","data[recvResult] = '\0'"
"1756832768925528956","<operator>.indirectIndexAccess","data[recvResult]"
"1756832768925528957","IDENTIFIER","data"
"1756832768925528958","IDENTIFIER","recvResult"
"1756832768925528959","LITERAL","'\0'"
"1756832768925528960","LITERAL","0"
"1756832768925528961","CONTROL_STRUCTURE","if (acceptSocket != INVALID_SOCKET)"
"1756832768925528962","<operator>.notEquals","acceptSocket != INVALID_SOCKET"
"1756832768925528963","IDENTIFIER","acceptSocket"
"1756832768925528964","IDENTIFIER","INVALID_SOCKET"
"1756832768925528965","BLOCK",""
"1756832768925528966","closesocket","closesocket(acceptSocket)"
"1756832768925528967","IDENTIFIER","acceptSocket"
"1756832768925528968","CONTROL_STRUCTURE","if (listenSocket != INVALID_SOCKET)"
"1756832768925528969","<operator>.notEquals","listenSocket != INVALID_SOCKET"
"1756832768925528970","IDENTIFIER","listenSocket"
"1756832768925528971","IDENTIFIER","INVALID_SOCKET"
"1756832768925528972","BLOCK",""
"1756832768925528973","closesocket","closesocket(listenSocket)"
"1756832768925528974","IDENTIFIER","listenSocket"
"1756832768925528975","CONTROL_STRUCTURE","if (wsaDataInit)"
"1756832768925528976","IDENTIFIER","wsaDataInit"
"1756832768925528977","BLOCK",""
"1756832768925528978","WSACleanup","WSACleanup()"
"1756832768925528979","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"1756832768925528980","<operator>.logicalNot","!SetComputerNameA(data)"
"1756832768925528981","SetComputerNameA","SetComputerNameA(data)"
"1756832768925528982","IDENTIFIER","data"
"1756832768925528983","BLOCK",""
"1756832768925528984","printLine","printLine(\""Failure setting computer name\"")"
"1756832768925528985","LITERAL","\""Failure setting computer name\"""
"1756832768925528986","exit","exit(1)"
"1756832768925528987","LITERAL","1"
"1756832768925528988","METHOD_RETURN","void"
"109802048058783386","METHOD","main"
"109802048058783387","PARAM","int argc"
"109802048058783388","PARAM","char * argv[]"
"109802048058783389","BLOCK",""
"109802048058783390","srand","srand( (unsigned)time(NULL) )"
"109802048058783391","<operator>.cast","(unsigned)time(NULL)"
"109802048058783392","UNKNOWN","unsigned"
"109802048058783393","time","time(NULL)"
"109802048058783394","IDENTIFIER","NULL"
"109802048058783395","printLine","printLine(\""Calling good()...\"")"
"109802048058783396","LITERAL","\""Calling good()...\"""
"109802048058783397","CWE15_External_Control_of_System_or_Configuration_Setting__w32_02_good","CWE15_External_Control_of_System_or_Configuration_Setting__w32_02_good()"
"109802048058783398","printLine","printLine(\""Finished good()\"")"
"109802048058783399","LITERAL","\""Finished good()\"""
"109802048058783400","printLine","printLine(\""Calling bad()...\"")"
"109802048058783401","LITERAL","\""Calling bad()...\"""
"109802048058783402","CWE15_External_Control_of_System_or_Configuration_Setting__w32_02_bad","CWE15_External_Control_of_System_or_Configuration_Setting__w32_02_bad()"
"109802048058783403","printLine","printLine(\""Finished bad()\"")"
"109802048058783404","LITERAL","\""Finished bad()\"""
"109802048058783405","RETURN","return 0;"
"109802048058783406","LITERAL","0"
"109802048058783407","METHOD_RETURN","int"
"1756832768925528989","METHOD","goodG2B"
"1756832768925528990","BLOCK",""
"1756832768925528991","LOCAL","h: int"
"1756832768925528992","LOCAL","data: char *"
"1756832768925528993","LOCAL","dataBuffer: char [ 100 ]"
"1756832768925528994","<operator>.assignment","dataBuffer[100] = \""\"""
"1756832768925528995","IDENTIFIER","dataBuffer"
"1756832768925528996","LITERAL","\""\"""
"1756832768925528997","<operator>.assignment","data = dataBuffer"
"1756832768925528998","IDENTIFIER","data"
"1756832768925528999","IDENTIFIER","dataBuffer"
"1756832768925529000","CONTROL_STRUCTURE","for(h = 0; h < 1; h++)"
"1756832768925529001","<operator>.assignment","h = 0"
"1756832768925529002","IDENTIFIER","h"
"1756832768925529003","LITERAL","0"
"1756832768925529004","<operator>.lessThan","h < 1"
"1756832768925529005","IDENTIFIER","h"
"1756832768925529006","LITERAL","1"
"1756832768925529007","<operator>.postIncrement","h++"
"1756832768925529008","IDENTIFIER","h"
"1756832768925529009","BLOCK",""
"1756832768925529010","strcpy","strcpy(data, \""hostname\"")"
"1756832768925529011","IDENTIFIER","data"
"1756832768925529012","LITERAL","\""hostname\"""
"1756832768925529013","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"1756832768925529014","<operator>.logicalNot","!SetComputerNameA(data)"
"1756832768925529015","SetComputerNameA","SetComputerNameA(data)"
"1756832768925529016","IDENTIFIER","data"
"1756832768925529017","BLOCK",""
"1756832768925529018","printLine","printLine(\""Failure setting computer name\"")"
"1756832768925529019","LITERAL","\""Failure setting computer name\"""
"1756832768925529020","exit","exit(1)"
"1756832768925529021","LITERAL","1"
"1756832768925529022","METHOD_RETURN","static void"
"1756832768925529023","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_17_good"
"1756832768925529024","BLOCK",""
"1756832768925529025","goodG2B","goodG2B()"
"1756832768925529026","METHOD_RETURN","void"
"1756832768925529027","METHOD","main"
"1756832768925529028","PARAM","int argc"
"1756832768925529029","PARAM","char * argv[]"
"1756832768925529030","BLOCK",""
"1756832768925529031","srand","srand( (unsigned)time(NULL) )"
"1756832768925529032","<operator>.cast","(unsigned)time(NULL)"
"1756832768925529033","UNKNOWN","unsigned"
"1756832768925529034","time","time(NULL)"
"1756832768925529035","IDENTIFIER","NULL"
"1756832768925529036","printLine","printLine(\""Calling good()...\"")"
"1756832768925529037","LITERAL","\""Calling good()...\"""
"1756832768925529038","CWE15_External_Control_of_System_or_Configuration_Setting__w32_17_good","CWE15_External_Control_of_System_or_Configuration_Setting__w32_17_good()"
"1756832768925529039","printLine","printLine(\""Finished good()\"")"
"1756832768925529040","LITERAL","\""Finished good()\"""
"1756832768925529041","printLine","printLine(\""Calling bad()...\"")"
"1756832768925529042","LITERAL","\""Calling bad()...\"""
"1756832768925529043","CWE15_External_Control_of_System_or_Configuration_Setting__w32_17_bad","CWE15_External_Control_of_System_or_Configuration_Setting__w32_17_bad()"
"1756832768925529044","printLine","printLine(\""Finished bad()\"")"
"1756832768925529045","LITERAL","\""Finished bad()\"""
"1756832768925529046","RETURN","return 0;"
"1756832768925529047","LITERAL","0"
"1756832768925529048","METHOD_RETURN","int"
"1866634816983311858","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_18_bad"
"1866634816983311859","BLOCK",""
"1866634816983311860","LOCAL","data: char *"
"1866634816983311861","LOCAL","dataBuffer: char [ 100 ]"
"1866634816983311862","<operator>.assignment","dataBuffer[100] = \""\"""
"1866634816983311863","IDENTIFIER","dataBuffer"
"1866634816983311864","LITERAL","\""\"""
"1866634816983311865","<operator>.assignment","data = dataBuffer"
"1866634816983311866","IDENTIFIER","data"
"1866634816983311867","IDENTIFIER","dataBuffer"
"1866634816983311868","CONTROL_STRUCTURE","goto source;"
"1866634816983311869","JUMP_TARGET","source"
"1866634816983311870","BLOCK",""
"1866634816983311871","LOCAL","wsaData: WSADATA"
"1866634816983311872","LOCAL","wsaDataInit: BOOL"
"1866634816983311873","<operator>.assignment","wsaDataInit = FALSE"
"1866634816983311874","IDENTIFIER","wsaDataInit"
"1866634816983311875","IDENTIFIER","FALSE"
"1866634816983311876","LOCAL","listenSocket: SOCKET"
"1866634816983311877","<operator>.assignment","listenSocket = INVALID_SOCKET"
"1866634816983311878","IDENTIFIER","listenSocket"
"1866634816983311879","IDENTIFIER","INVALID_SOCKET"
"1866634816983311880","LOCAL","acceptSocket: SOCKET"
"1866634816983311881","<operator>.assignment","acceptSocket = INVALID_SOCKET"
"1866634816983311882","IDENTIFIER","acceptSocket"
"1866634816983311883","IDENTIFIER","INVALID_SOCKET"
"1866634816983311884","LOCAL","service: struct sockaddr_in"
"1866634816983311885","LOCAL","recvResult: int"
"1866634816983311886","CONTROL_STRUCTURE","do"
"1866634816983311887","BLOCK",""
"1866634816983311888","CONTROL_STRUCTURE","if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)"
"1866634816983311889","<operator>.notEquals","WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR"
"1866634816983311890","WSAStartup","WSAStartup(MAKEWORD(2,2), &wsaData)"
"1866634816983311891","MAKEWORD","MAKEWORD(2,2)"
"1866634816983311892","LITERAL","2"
"1866634816983311893","LITERAL","2"
"1866634816983311894","<operator>.addressOf","&wsaData"
"1866634816983311895","IDENTIFIER","wsaData"
"1866634816983311896","IDENTIFIER","NO_ERROR"
"1866634816983311897","BLOCK",""
"1866634816983311898","CONTROL_STRUCTURE","break;"
"1866634816983311899","<operator>.assignment","wsaDataInit = 1"
"1866634816983311900","IDENTIFIER","wsaDataInit"
"1866634816983311901","LITERAL","1"
"1866634816983311902","<operator>.assignment","listenSocket = socket(PF_INET, SOCK_STREAM, 0)"
"1866634816983311903","IDENTIFIER","listenSocket"
"1866634816983311904","socket","socket(PF_INET, SOCK_STREAM, 0)"
"1866634816983311905","IDENTIFIER","PF_INET"
"1866634816983311906","IDENTIFIER","SOCK_STREAM"
"1866634816983311907","LITERAL","0"
"1866634816983311908","CONTROL_STRUCTURE","if (listenSocket == INVALID_SOCKET)"
"1866634816983311909","<operator>.equals","listenSocket == INVALID_SOCKET"
"1866634816983311910","IDENTIFIER","listenSocket"
"1866634816983311911","IDENTIFIER","INVALID_SOCKET"
"1866634816983311912","BLOCK",""
"1866634816983311913","CONTROL_STRUCTURE","break;"
"1866634816983311914","memset","memset(&service, 0, sizeof(service))"
"1866634816983311915","<operator>.addressOf","&service"
"1866634816983311916","IDENTIFIER","service"
"1866634816983311917","LITERAL","0"
"1866634816983311918","<operator>.sizeOf","sizeof(service)"
"1866634816983311919","IDENTIFIER","service"
"1866634816983311920","<operator>.assignment","service.sin_family = AF_INET"
"1866634816983311921","<operator>.fieldAccess","service.sin_family"
"1866634816983311922","IDENTIFIER","service"
"1866634816983311923","FIELD_IDENTIFIER","sin_family"
"1866634816983311924","IDENTIFIER","AF_INET"
"1866634816983311925","<operator>.assignment","service.sin_addr.s_addr = INADDR_ANY"
"1866634816983311926","<operator>.fieldAccess","service.sin_addr.s_addr"
"1866634816983311927","<operator>.fieldAccess","service.sin_addr"
"1866634816983311928","IDENTIFIER","service"
"1866634816983311929","FIELD_IDENTIFIER","sin_addr"
"1866634816983311930","FIELD_IDENTIFIER","s_addr"
